
KERNEL: booting...
===========================================================
HellfireOS v2.19.03 (4.9.3) [Jul  7 2020, 15:50:53]
Embedded Systems Group - GSE, PUCRS - [2007 - 2019]
===========================================================

arch:          mips/plasma
sys clk:       25000 kHz
time slice:    10480 us
heap size:     500000 bytes
max tasks:     30

HAL: _vm_init()
HAL: _sched_init()
HAL: _timer_init()
HAL: _irq_init()
HAL: _device_init()
KERNEL: this is core #1
KERNEL: NoC queue init, 64 packets
KERNEL: NoC driver registered
HAL: _task_init()
KERNEL: [idle task], id: 0, p:0, c:0, d:0, addr: 10001318, sp: 1000caa4, ss: 1024 bytes
KERNEL: [W1], id: 1, p:0, c:0, d:0, addr: 100004b4, sp: 1000daac, ss: 4096 bytes
KERNEL: [T], id: 2, p:0, c:0, d:0, addr: 100008b0, sp: 1000eab4, ss: 4096 bytes
KERNEL: free heap: 481264 bytes
KERNEL: HellfireOS is up
cpu 1, name W1, thread 1.
W cpu 0, port 2000, channel 1, size 132, crc a520d200 [free queue: 64]  (CRC32 pass) received_messages 46 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 7a64be0a [free queue: 64]  (CRC32 pass) received_messages 47 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 7a87cc7b [free queue: 64]  (CRC32 pass) received_messages 48 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc c1c37dee [free queue: 64]  (CRC32 pass) received_messages 49 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 80fbcbba [free queue: 64]  (CRC32 pass) received_messages 50 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 15b8a37f [free queue: 64]  (CRC32 pass) received_messages 51 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 86285d9d [free queue: 64]  (CRC32 pass) received_messages 52 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc b1b4b58e [free queue: 64]  (CRC32 pass) received_messages 53 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc c34b2ad0 [free queue: 64]  (CRC32 pass) received_messages 54 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 508b55b9 [free queue: 64]  (CRC32 pass) received_messages 55 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc a10eb5be [free queue: 64]  (CRC32 pass) received_messages 56 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 882b3013 [free queue: 64]  (CRC32 pass) received_messages 57 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 1b3e9d16 [free queue: 64]  (CRC32 pass) received_messages 58 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc f7dfe4a5 [free queue: 64]  (CRC32 pass) received_messages 59 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 3191b8f6 [free queue: 64]  (CRC32 pass) received_messages 60 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 1d0904e2 [free queue: 64]  (CRC32 pass) received_messages 61 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc cae0be59 [free queue: 64]  (CRC32 pass) received_messages 62 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 14635296 [free queue: 64]  (CRC32 pass) received_messages 63 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 46ad79f3 [free queue: 64]  (CRC32 pass) received_messages 64 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 4731f9d5 [free queue: 64]  (CRC32 pass) received_messages 65 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 690266a2 [free queue: 64]  (CRC32 pass) received_messages 66 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc d6571112 [free queue: 64]  (CRC32 pass) received_messages 67 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 1413deef [free queue: 64]  (CRC32 pass) received_messages 68 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 804fde6b [free queue: 64]  (CRC32 pass) received_messages 69 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 4464e84b [free queue: 64]  (CRC32 pass) received_messages 70 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 24cb949b [free queue: 64]  (CRC32 pass) received_messages 71 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc b9eb0be5 [free queue: 64]  (CRC32 pass) received_messages 72 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 3cebe703 [free queue: 64]  (CRC32 pass) received_messages 73 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 6dc0a5b1 [free queue: 64]  (CRC32 pass) received_messages 74 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc c31a6466 [free queue: 64]  (CRC32 pass) received_messages 75 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 49c9dc3e [free queue: 64]  (CRC32 pass) received_messages 76 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 11dccc32 [free queue: 64]  (CRC32 pass) received_messages 77 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc f0874443 [free queue: 64]  (CRC32 pass) received_messages 78 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 87be04c5 [free queue: 64]  (CRC32 pass) received_messages 79 process copy send 
